"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15686","Login module","chromium","2026-09-10","passed","2026-09-10","","loginmodule.spec.js","",""
